IDENTIFIER,GRAMMAR_PATTERN,CONTEXT
png mother unknown chunks,NM V NM NPL,FUNCTION
png sire unknown chunks,NM V NM NPL,FUNCTION
png generate unknown chunks,NM V NM NPL,FUNCTION
png bring_forth unknown chunks,NM V NM NPL,FUNCTION
png get unknown_region chunks,NM V NM NPL,FUNCTION
png get terra_incognita chunks,NM V NM NPL,FUNCTION
png get stranger chunks,NM V NM NPL,FUNCTION
png get alien chunks,NM V NM NPL,FUNCTION
png get unknown_quantity chunks,NM V NM NPL,FUNCTION
on point long click listener,P NM NM NM N,ATTRIBUTE
on detail long click listener,P NM NM NM N,ATTRIBUTE
on particular long click listener,P NM NM NM N,ATTRIBUTE
on token long click listener,P NM NM NM N,ATTRIBUTE
on item long chink listener,P NM NM NM N,ATTRIBUTE
on item long clink listener,P NM NM NM N,ATTRIBUTE
on item long suction_stop listener,P NM NM NM N,ATTRIBUTE
on item long pawl listener,P NM NM NM N,ATTRIBUTE
on item long detent listener,P NM NM NM N,ATTRIBUTE
on item long dog listener,P NM NM NM N,ATTRIBUTE
on item long mouse_click listener,P NM NM NM N,ATTRIBUTE
on item long click hearer,P NM NM NM N,ATTRIBUTE
on item long click auditor,P NM NM NM N,ATTRIBUTE
on item long click attender,P NM NM NM N,ATTRIBUTE
new aggregate detergent_builder map,NM NM NM N,CLASS
new aggregate constructor map,NM NM NM N,CLASS
new sum builder map,NM NM NM N,CLASS
new total builder map,NM NM NM N,CLASS
new totality builder map,NM NM NM N,CLASS
new conglomeration builder map,NM NM NM N,CLASS
new aggregate builder function,NM NM NM N,CLASS
new aggregate builder mathematical_function,NM NM NM N,CLASS
new aggregate builder single-valued_function,NM NM NM N,CLASS
new aggregate builder mapping,NM NM NM N,CLASS
acquire plane point,V NM N,FUNCTION
become plane point,V NM N,FUNCTION
go plane point,V NM N,FUNCTION
let plane point,V NM N,FUNCTION
have plane point,V NM N,FUNCTION
receive plane point,V NM N,FUNCTION
find plane point,V NM N,FUNCTION
obtain plane point,V NM N,FUNCTION
incur plane point,V NM N,FUNCTION
arrive plane point,V NM N,FUNCTION
come plane point,V NM N,FUNCTION
bring plane point,V NM N,FUNCTION
convey plane point,V NM N,FUNCTION
fetch plane point,V NM N,FUNCTION
experience plane point,V NM N,FUNCTION
pay_back plane point,V NM N,FUNCTION
pay_off plane point,V NM N,FUNCTION
fix plane point,V NM N,FUNCTION
make plane point,V NM N,FUNCTION
induce plane point,V NM N,FUNCTION
stimulate plane point,V NM N,FUNCTION
cause plane point,V NM N,FUNCTION
catch plane point,V NM N,FUNCTION
capture plane point,V NM N,FUNCTION
grow plane point,V NM N,FUNCTION
develop plane point,V NM N,FUNCTION
produce plane point,V NM N,FUNCTION
contract plane point,V NM N,FUNCTION
take plane point,V NM N,FUNCTION
drive plane point,V NM N,FUNCTION
aim plane point,V NM N,FUNCTION
arrest plane point,V NM N,FUNCTION
scram plane point,V NM N,FUNCTION
buzz_off plane point,V NM N,FUNCTION
fuck_off plane point,V NM N,FUNCTION
bugger_off plane point,V NM N,FUNCTION
get_under_one's_skin plane point,V NM N,FUNCTION
draw plane point,V NM N,FUNCTION
perplex plane point,V NM N,FUNCTION
vex plane point,V NM N,FUNCTION
stick plane point,V NM N,FUNCTION
puzzle plane point,V NM N,FUNCTION
mystify plane point,V NM N,FUNCTION
baffle plane point,V NM N,FUNCTION
beat plane point,V NM N,FUNCTION
pose plane point,V NM N,FUNCTION
bewilder plane point,V NM N,FUNCTION
flummox plane point,V NM N,FUNCTION
stupefy plane point,V NM N,FUNCTION
nonplus plane point,V NM N,FUNCTION
gravel plane point,V NM N,FUNCTION
amaze plane point,V NM N,FUNCTION
dumbfound plane point,V NM N,FUNCTION
get_down plane point,V NM N,FUNCTION
begin plane point,V NM N,FUNCTION
start_out plane point,V NM N,FUNCTION
start plane point,V NM N,FUNCTION
set_about plane point,V NM N,FUNCTION
set_out plane point,V NM N,FUNCTION
commence plane point,V NM N,FUNCTION
suffer plane point,V NM N,FUNCTION
sustain plane point,V NM N,FUNCTION
beget plane point,V NM N,FUNCTION
engender plane point,V NM N,FUNCTION
father plane point,V NM N,FUNCTION
mother plane point,V NM N,FUNCTION
sire plane point,V NM N,FUNCTION
generate plane point,V NM N,FUNCTION
bring_forth plane point,V NM N,FUNCTION
get airplane point,V NM N,FUNCTION
get aeroplane point,V NM N,FUNCTION
get sheet point,V NM N,FUNCTION
get planer point,V NM N,FUNCTION
get planing_machine point,V NM N,FUNCTION
get carpenter's_plane point,V NM N,FUNCTION
get woodworking_plane point,V NM N,FUNCTION
get plane detail,V NM N,FUNCTION
get plane item,V NM N,FUNCTION
get plane degree,V NM N,FUNCTION
get plane level,V NM N,FUNCTION
get plane stage,V NM N,FUNCTION
get plane point_in_time,V NM N,FUNCTION
get plane tip,V NM N,FUNCTION
get plane peak,V NM N,FUNCTION
get plane dot,V NM N,FUNCTION
get plane spot,V NM N,FUNCTION
get plane compass_point,V NM N,FUNCTION
get plane period,V NM N,FUNCTION
get plane full_stop,V NM N,FUNCTION
get plane stop,V NM N,FUNCTION
get plane full_point,V NM N,FUNCTION
get plane head,V NM N,FUNCTION
get plane decimal_point,V NM N,FUNCTION
get plane percentage_point,V NM N,FUNCTION
get plane gunpoint,V NM N,FUNCTION
get plane power_point,V NM N,FUNCTION
get plane distributor_point,V NM N,FUNCTION
get plane breaker_point,V NM N,FUNCTION
uncompress if necessitate,V CJ V,FUNCTION
uncompress if ask,V CJ V,FUNCTION
uncompress if postulate,V CJ V,FUNCTION
uncompress if need,V CJ V,FUNCTION
uncompress if require,V CJ V,FUNCTION
uncompress if take,V CJ V,FUNCTION
uncompress if involve,V CJ V,FUNCTION
uncompress if call_for,V CJ V,FUNCTION
uncompress if demand,V CJ V,FUNCTION
uncompress if want,V CJ V,FUNCTION
decompress if needed,V CJ V,FUNCTION
raiment count propagation,NM NM N,CLASS
regalia count propagation,NM NM N,CLASS
array counting propagation,NM NM N,CLASS
array numeration propagation,NM NM N,CLASS
array enumeration propagation,NM NM N,CLASS
array reckoning propagation,NM NM N,CLASS
array tally propagation,NM NM N,CLASS
array count extension,NM NM N,CLASS
array count generation,NM NM N,CLASS
array count multiplication,NM NM N,CLASS
lsm basis scheme,NM NM N,CLASS
lsm basis arrangement,NM NM N,CLASS
lsm basis organization,NM NM N,CLASS
lsm basis organisation,NM NM N,CLASS
c archive stevedore tar,PRE NM N NM,CLASS
c archive longshoreman tar,PRE NM N NM,CLASS
c archive docker tar,PRE NM N NM,CLASS
c archive dockhand tar,PRE NM N NM,CLASS
c archive dock_worker tar,PRE NM N NM,CLASS
c archive dockworker tar,PRE NM N NM,CLASS
c archive dock-walloper tar,PRE NM N NM,CLASS
c archive lumper tar,PRE NM N NM,CLASS
c archive loader pitch,PRE NM N NM,CLASS
c archive loader mariner,PRE NM N NM,CLASS
c archive loader seaman,PRE NM N NM,CLASS
c archive loader Jack-tar,PRE NM N NM,CLASS
c archive loader Jack,PRE NM N NM,CLASS
c archive loader old_salt,PRE NM N NM,CLASS
c archive loader seafarer,PRE NM N NM,CLASS
c archive loader gob,PRE NM N NM,CLASS
c archive loader sea_dog,PRE NM N NM,CLASS
dialogue elements,NM NPL,CLASS
duologue elements,NM NPL,CLASS
argb deduct row c,N V NM N,FUNCTION
argb take_off row c,N V NM N,FUNCTION
argb subtract row degree_centigrade,N V NM N,FUNCTION
argb subtract row C,N V NM N,FUNCTION
argb subtract row speed_of_light,N V NM N,FUNCTION
argb subtract row light_speed,N V NM N,FUNCTION
argb subtract row vitamin_C,N V NM N,FUNCTION
argb subtract row ascorbic_acid,N V NM N,FUNCTION
argb subtract row deoxycytidine_monophosphate,N V NM N,FUNCTION
argb subtract row cytosine,N V NM N,FUNCTION
argb subtract row carbon,N V NM N,FUNCTION
argb subtract row atomic_number_6,N V NM N,FUNCTION
argb subtract row hundred,N V NM N,FUNCTION
argb subtract row 100,N V NM N,FUNCTION
argb subtract row century,N V NM N,FUNCTION
argb subtract row one_C,N V NM N,FUNCTION
argb subtract row coulomb,N V NM N,FUNCTION
argb subtract row ampere-second,N V NM N,FUNCTION
argb subtract row coke,N V NM N,FUNCTION
argb subtract row blow,N V NM N,FUNCTION
argb subtract row nose_candy,N V NM N,FUNCTION
argb subtract row snow,N V NM N,FUNCTION
argb subtract quarrel c,N V NM N,FUNCTION
argb subtract wrangle c,N V NM N,FUNCTION
argb subtract run-in c,N V NM N,FUNCTION
argb subtract dustup c,N V NM N,FUNCTION
argb subtract course c,N V NM N,FUNCTION
argb subtract rowing c,N V NM N,FUNCTION
num verts in angstrom,NM NPL P N,DECLARATION
num verts in angstrom_unit,NM NPL P N,DECLARATION
num verts in A,NM NPL P N,DECLARATION
num verts in vitamin_A,NM NPL P N,DECLARATION
num verts in antiophthalmic_factor,NM NPL P N,DECLARATION
num verts in axerophthol,NM NPL P N,DECLARATION
num verts in deoxyadenosine_monophosphate,NM NPL P N,DECLARATION
num verts in adenine,NM NPL P N,DECLARATION
num verts in ampere,NM NPL P N,DECLARATION
num verts in amp,NM NPL P N,DECLARATION
num verts in type_A,NM NPL P N,DECLARATION
num verts in group_A,NM NPL P N,DECLARATION
destruct with parent,V P N,PARAMETER
ruin with parent,V P N,PARAMETER
demolish with parent,V P N,PARAMETER
put_down with parent,V P N,PARAMETER
tessellate to engagement,V P N,FUNCTION
tessellate to meshing,V P N,FUNCTION
tessellate to interlocking,V P N,FUNCTION
tessellate to mesh_topology,V P N,FUNCTION
tessellate to net,V P N,FUNCTION
tessellate to network,V P N,FUNCTION
tessellate to meshwork,V P N,FUNCTION
tessellate to interlock,V P N,FUNCTION
kid location,NM N,CLASS
youngster location,NM N,CLASS
minor location,NM N,CLASS
shaver location,NM N,CLASS
nipper location,NM N,CLASS
small_fry location,NM N,CLASS
tiddler location,NM N,CLASS
tike location,NM N,CLASS
tyke location,NM N,CLASS
fry location,NM N,CLASS
nestling location,NM N,CLASS
baby location,NM N,CLASS
child placement,NM N,CLASS
child locating,NM N,CLASS
child position,NM N,CLASS
child positioning,NM N,CLASS
child emplacement,NM N,CLASS
child localization,NM N,CLASS
child localisation,NM N,CLASS
child fix,NM N,CLASS
say element text span,V NM NM N,FUNCTION
scan element text span,V NM NM N,FUNCTION
take element text span,V NM NM N,FUNCTION
learn element text span,V NM NM N,FUNCTION
study element text span,V NM NM N,FUNCTION
register element text span,V NM NM N,FUNCTION
show element text span,V NM NM N,FUNCTION
record element text span,V NM NM N,FUNCTION
understand element text span,V NM NM N,FUNCTION
interpret element text span,V NM NM N,FUNCTION
translate element text span,V NM NM N,FUNCTION
read component text span,V NM NM N,FUNCTION
read constituent text span,V NM NM N,FUNCTION
read factor text span,V NM NM N,FUNCTION
read ingredient text span,V NM NM N,FUNCTION
read chemical_element text span,V NM NM N,FUNCTION
read element textual_matter span,V NM NM N,FUNCTION
read element textbook span,V NM NM N,FUNCTION
read element text_edition span,V NM NM N,FUNCTION
read element schoolbook span,V NM NM N,FUNCTION
read element school_text span,V NM NM N,FUNCTION
read element text couple,V NM NM N,FUNCTION
read element text pair,V NM NM N,FUNCTION
read element text twosome,V NM NM N,FUNCTION
read element text twain,V NM NM N,FUNCTION
read element text brace,V NM NM N,FUNCTION
read element text yoke,V NM NM N,FUNCTION
read element text couplet,V NM NM N,FUNCTION
read element text distich,V NM NM N,FUNCTION
read element text duo,V NM NM N,FUNCTION
read element text duet,V NM NM N,FUNCTION
read element text dyad,V NM NM N,FUNCTION
read element text duad,V NM NM N,FUNCTION
read element text bridge,V NM NM N,FUNCTION
read element text straddle,V NM NM N,FUNCTION
confirmation strategy,NM N,ATTRIBUTE
check strategy,NM N,ATTRIBUTE
substantiation strategy,NM N,ATTRIBUTE
verification scheme,NM N,ATTRIBUTE
c burning shader raster mention,PRE NM NM NM N,CLASS
c burning shader raster citation,PRE NM NM NM N,CLASS
c burning shader raster cite,PRE NM NM NM N,CLASS
c burning shader raster acknowledgment,PRE NM NM NM N,CLASS
c burning shader raster credit,PRE NM NM NM N,CLASS
c burning shader raster quotation,PRE NM NM NM N,CLASS
c burning shader raster reference_point,PRE NM NM NM N,CLASS
c burning shader raster point_of_reference,PRE NM NM NM N,CLASS
c burning shader raster reference_book,PRE NM NM NM N,CLASS
c burning shader raster reference_work,PRE NM NM NM N,CLASS
c burning shader raster character,PRE NM NM NM N,CLASS
c burning shader raster character_reference,PRE NM NM NM N,CLASS
c burning shader raster denotation,PRE NM NM NM N,CLASS
c burning shader raster extension,PRE NM NM NM N,CLASS
c burning shader raster consultation,PRE NM NM NM N,CLASS
c burning shader raster source,PRE NM NM NM N,CLASS
c combustion shader raster reference,PRE NM NM NM N,CLASS
c burn shader raster reference,PRE NM NM NM N,CLASS
c electrocution shader raster reference,PRE NM NM NM N,CLASS
c burning_at_the_stake shader raster reference,PRE NM NM NM N,CLASS
previous initial economic_value,NM NM N,PARAMETER
previous initial time_value,NM NM N,PARAMETER
previous initial note_value,NM NM N,PARAMETER
moral_force textured cube demo,NM NM NM N,CLASS
dynamic textured cube demonstration,NM NM NM N,CLASS
dynamic textured regular_hexahedron demo,NM NM NM N,CLASS
dynamic textured block demo,NM NM NM N,CLASS
dynamic textured third_power demo,NM NM NM N,CLASS
dynamic textured square_block demo,NM NM NM N,CLASS
acquire xcr 0,V N D,FUNCTION
become xcr 0,V N D,FUNCTION
go xcr 0,V N D,FUNCTION
let xcr 0,V N D,FUNCTION
have xcr 0,V N D,FUNCTION
receive xcr 0,V N D,FUNCTION
find xcr 0,V N D,FUNCTION
obtain xcr 0,V N D,FUNCTION
incur xcr 0,V N D,FUNCTION
arrive xcr 0,V N D,FUNCTION
come xcr 0,V N D,FUNCTION
bring xcr 0,V N D,FUNCTION
convey xcr 0,V N D,FUNCTION
fetch xcr 0,V N D,FUNCTION
experience xcr 0,V N D,FUNCTION
pay_back xcr 0,V N D,FUNCTION
pay_off xcr 0,V N D,FUNCTION
fix xcr 0,V N D,FUNCTION
make xcr 0,V N D,FUNCTION
induce xcr 0,V N D,FUNCTION
stimulate xcr 0,V N D,FUNCTION
cause xcr 0,V N D,FUNCTION
catch xcr 0,V N D,FUNCTION
capture xcr 0,V N D,FUNCTION
grow xcr 0,V N D,FUNCTION
develop xcr 0,V N D,FUNCTION
produce xcr 0,V N D,FUNCTION
contract xcr 0,V N D,FUNCTION
take xcr 0,V N D,FUNCTION
drive xcr 0,V N D,FUNCTION
aim xcr 0,V N D,FUNCTION
arrest xcr 0,V N D,FUNCTION
scram xcr 0,V N D,FUNCTION
buzz_off xcr 0,V N D,FUNCTION
fuck_off xcr 0,V N D,FUNCTION
bugger_off xcr 0,V N D,FUNCTION
get_under_one's_skin xcr 0,V N D,FUNCTION
draw xcr 0,V N D,FUNCTION
perplex xcr 0,V N D,FUNCTION
vex xcr 0,V N D,FUNCTION
stick xcr 0,V N D,FUNCTION
puzzle xcr 0,V N D,FUNCTION
mystify xcr 0,V N D,FUNCTION
baffle xcr 0,V N D,FUNCTION
beat xcr 0,V N D,FUNCTION
pose xcr 0,V N D,FUNCTION
bewilder xcr 0,V N D,FUNCTION
flummox xcr 0,V N D,FUNCTION
stupefy xcr 0,V N D,FUNCTION
nonplus xcr 0,V N D,FUNCTION
gravel xcr 0,V N D,FUNCTION
amaze xcr 0,V N D,FUNCTION
dumbfound xcr 0,V N D,FUNCTION
get_down xcr 0,V N D,FUNCTION
begin xcr 0,V N D,FUNCTION
start_out xcr 0,V N D,FUNCTION
start xcr 0,V N D,FUNCTION
set_about xcr 0,V N D,FUNCTION
set_out xcr 0,V N D,FUNCTION
commence xcr 0,V N D,FUNCTION
suffer xcr 0,V N D,FUNCTION
sustain xcr 0,V N D,FUNCTION
beget xcr 0,V N D,FUNCTION
engender xcr 0,V N D,FUNCTION
father xcr 0,V N D,FUNCTION
mother xcr 0,V N D,FUNCTION
sire xcr 0,V N D,FUNCTION
generate xcr 0,V N D,FUNCTION
bring_forth xcr 0,V N D,FUNCTION
transcript item,NM N,DECLARATION
written_matter item,NM N,DECLARATION
copy point,NM N,DECLARATION
copy detail,NM N,DECLARATION
copy particular,NM N,DECLARATION
copy token,NM N,DECLARATION
norm in bucket used slot count,N P NM NM NM N,ATTRIBUTE
average in bucket used time_slot count,N P NM NM NM N,ATTRIBUTE
average in bucket used expansion_slot count,N P NM NM NM N,ATTRIBUTE
average in bucket used one-armed_bandit count,N P NM NM NM N,ATTRIBUTE
average in pail used slot count,N P NM NM NM N,ATTRIBUTE
average in bucketful used slot count,N P NM NM NM N,ATTRIBUTE
average in bucket used slot counting,N P NM NM NM N,ATTRIBUTE
average in bucket used slot numeration,N P NM NM NM N,ATTRIBUTE
average in bucket used slot enumeration,N P NM NM NM N,ATTRIBUTE
average in bucket used slot reckoning,N P NM NM NM N,ATTRIBUTE
average in bucket used slot tally,N P NM NM NM N,ATTRIBUTE
sort field data character,NM NM NM N,ATTRIBUTE
sort field data eccentric,NM NM NM N,ATTRIBUTE
sort field data case,NM NM NM N,ATTRIBUTE
sort field information type,NM NM NM N,ATTRIBUTE
sort battlefield data type,NM NM NM N,ATTRIBUTE
sort battleground data type,NM NM NM N,ATTRIBUTE
sort field_of_battle data type,NM NM NM N,ATTRIBUTE
sort field_of_honor data type,NM NM NM N,ATTRIBUTE
sort discipline data type,NM NM NM N,ATTRIBUTE
sort subject data type,NM NM NM N,ATTRIBUTE
sort subject_area data type,NM NM NM N,ATTRIBUTE
sort subject_field data type,NM NM NM N,ATTRIBUTE
sort field_of_study data type,NM NM NM N,ATTRIBUTE
sort study data type,NM NM NM N,ATTRIBUTE
sort bailiwick data type,NM NM NM N,ATTRIBUTE
sort field_of_force data type,NM NM NM N,ATTRIBUTE
sort force_field data type,NM NM NM N,ATTRIBUTE
sort field_of_operation data type,NM NM NM N,ATTRIBUTE
sort sphere data type,NM NM NM N,ATTRIBUTE
sort domain data type,NM NM NM N,ATTRIBUTE
sort area data type,NM NM NM N,ATTRIBUTE
sort orbit data type,NM NM NM N,ATTRIBUTE
sort arena data type,NM NM NM N,ATTRIBUTE
sort playing_field data type,NM NM NM N,ATTRIBUTE
sort athletic_field data type,NM NM NM N,ATTRIBUTE
sort playing_area data type,NM NM NM N,ATTRIBUTE
sort plain data type,NM NM NM N,ATTRIBUTE
sort champaign data type,NM NM NM N,ATTRIBUTE
sort theater data type,NM NM NM N,ATTRIBUTE
sort theatre data type,NM NM NM N,ATTRIBUTE
sort field_of_view data type,NM NM NM N,ATTRIBUTE
sort airfield data type,NM NM NM N,ATTRIBUTE
sort landing_field data type,NM NM NM N,ATTRIBUTE
sort flying_field data type,NM NM NM N,ATTRIBUTE
kind field data type,NM NM NM N,ATTRIBUTE
form field data type,NM NM NM N,ATTRIBUTE
variety field data type,NM NM NM N,ATTRIBUTE
sorting field data type,NM NM NM N,ATTRIBUTE
fencing,N,FUNCTION
tonality sym,NM N,ATTRIBUTE
samara sym,NM N,ATTRIBUTE
key_fruit sym,NM N,ATTRIBUTE
Key sym,NM N,ATTRIBUTE
Francis_Scott_Key sym,NM N,ATTRIBUTE
cay sym,NM N,ATTRIBUTE
Florida_key sym,NM N,ATTRIBUTE
paint sym,NM N,ATTRIBUTE
winder sym,NM N,ATTRIBUTE
keystone sym,NM N,ATTRIBUTE
headstone sym,NM N,ATTRIBUTE
charwoman strings,NM NPL,ATTRIBUTE
cleaning_woman strings,NM NPL,ATTRIBUTE
cleaning_lady strings,NM NPL,ATTRIBUTE
woman strings,NM NPL,ATTRIBUTE
charr strings,NM NPL,ATTRIBUTE
convergence,N,PARAMETER
intersection,N,PARAMETER
lap,N,PARAMETER
last slope,NM N,FUNCTION
stopping_point gradient,NM N,FUNCTION
finale gradient,NM N,FUNCTION
finish gradient,NM N,FUNCTION
conclusion gradient,NM N,FUNCTION
close gradient,NM N,FUNCTION
death gradient,NM N,FUNCTION
end gradient,NM N,FUNCTION
final_stage gradient,NM N,FUNCTION
shoemaker's_last gradient,NM N,FUNCTION
cobbler's_last gradient,NM N,FUNCTION
beginning ty,NM N,DECLARATION
origin ty,NM N,DECLARATION
root ty,NM N,DECLARATION
rootage ty,NM N,DECLARATION
seed ty,NM N,DECLARATION
germ ty,NM N,DECLARATION
informant ty,NM N,DECLARATION
generator ty,NM N,DECLARATION
author ty,NM N,DECLARATION
reservoir ty,NM N,DECLARATION
reference ty,NM N,DECLARATION
be a empty,V DT N,DECLARATION
exist a empty,V DT N,DECLARATION
equal a empty,V DT N,DECLARATION
constitute a empty,V DT N,DECLARATION
represent a empty,V DT N,DECLARATION
make_up a empty,V DT N,DECLARATION
comprise a empty,V DT N,DECLARATION
follow a empty,V DT N,DECLARATION
embody a empty,V DT N,DECLARATION
personify a empty,V DT N,DECLARATION
live a empty,V DT N,DECLARATION
cost a empty,V DT N,DECLARATION
degree_centigrade problem,NM N,PARAMETER
C problem,NM N,PARAMETER
speed_of_light problem,NM N,PARAMETER
light_speed problem,NM N,PARAMETER
vitamin_C problem,NM N,PARAMETER
ascorbic_acid problem,NM N,PARAMETER
deoxycytidine_monophosphate problem,NM N,PARAMETER
cytosine problem,NM N,PARAMETER
carbon problem,NM N,PARAMETER
atomic_number_6 problem,NM N,PARAMETER
hundred problem,NM N,PARAMETER
100 problem,NM N,PARAMETER
century problem,NM N,PARAMETER
one_C problem,NM N,PARAMETER
coulomb problem,NM N,PARAMETER
ampere-second problem,NM N,PARAMETER
coke problem,NM N,PARAMETER
blow problem,NM N,PARAMETER
nose_candy problem,NM N,PARAMETER
snow problem,NM N,PARAMETER
c job,NM N,PARAMETER
